Park,ParkLatitude,ParkLongitude,Venue,VenueLatitude,VenueLongitude,VenueCategory
Mt. Baker Park,47.580957,-122.288481,El Quetzal,47.57472195394037,-122.30931528938011,Mexican Restaurant
Mt. Baker Park,47.580957,-122.288481,Despi Delite Bakery,47.57934704116261,-122.3136015814072,Bakery
Mt. Baker Park,47.580957,-122.288481,Seattle Fish Guys,47.598860406087944,-122.30245230001286,Seafood Restaurant
Mt. Baker Park,47.580957,-122.288481,Taco Time,47.583201572453255,-122.30139101380928,Taco Place
Mt. Baker Park,47.580957,-122.288481,Ezell's Famous Chicken,47.563093007504875,-122.2876303509063,Fried Chicken Joint
Mt. Baker Park,47.580957,-122.288481,Reckless Noodle House,47.59912699567528,-122.29897351719816,Vietnamese Restaurant
Mt. Baker Park,47.580957,-122.288481,Thien Phat,47.57319398599626,-122.29401292244427,Vietnamese Restaurant
Mt. Baker Park,47.580957,-122.288481,Baja Bistro,47.58155456555108,-122.31425554156392,Mexican Restaurant
Mt. Baker Park,47.580957,-122.288481,Bananas Grill,47.56204966998624,-122.29388100370605,Mediterranean Restaurant
Mt. Baker Park,47.580957,-122.288481,MOD Pizza,47.56922,-122.28983,Pizza Place
Mt. Baker Park,47.580957,-122.288481,Meet the Moon,47.602248725220285,-122.2849774633044,Café
Mt. Baker Park,47.580957,-122.288481,Willie's Taste of Soul Bar-B-Que,47.57204193701894,-122.29349186187964,BBQ Joint
Mt. Baker Park,47.580957,-122.288481,Wingstop,47.574461,-122.295028,Wings Joint
Mt. Baker Park,47.580957,-122.288481,Farestart Cafe,47.58410727200492,-122.3014830673638,Café
Mt. Baker Park,47.580957,-122.288481,SUBWAY,47.581933865461146,-122.30055506784231,Sandwich Place
Mt. Baker Park,47.580957,-122.288481,Flying Squirrel Pizza,47.56416273410033,-122.27100750148695,Pizza Place
Mt. Baker Park,47.580957,-122.288481,San Fernando Roasted Peruvian Chicken,47.593940557006746,-122.30985713383448,South American Restaurant
Mt. Baker Park,47.580957,-122.288481,BluWater Bistro - Leschi,47.601827050705566,-122.28510086113005,American Restaurant
Mt. Baker Park,47.580957,-122.288481,Central Pizza,47.59919191767801,-122.29482716621867,Pizza Place
Mt. Baker Park,47.580957,-122.288481,Daniel's Broiler,47.60294366584356,-122.28405533698849,Steakhouse
Mt. Baker Park,47.580957,-122.288481,That's Amore Italian Cafe,47.589576850315254,-122.29257636781611,Italian Restaurant
Mt. Baker Park,47.580957,-122.288481,Chef Cafe,47.59934771036781,-122.30303882356256,African Restaurant
Mt. Baker Park,47.580957,-122.288481,Rainier Teriyaki,47.57306706778369,-122.29373958913288,Japanese Restaurant
Mt. Baker Park,47.580957,-122.288481,Ben Thanh Restaurant,47.57486594609349,-122.29592481044008,Vietnamese Restaurant
Mt. Baker Park,47.580957,-122.288481,Domino's Pizza,47.578182,-122.29882544,Pizza Place
Mt. Baker Park,47.580957,-122.288481,Toshio's Teriyaki,47.58817320495332,-122.30539781850798,Japanese Restaurant
Mt. Baker Park,47.580957,-122.288481,Wendy’s,47.579779874790454,-122.29971711339203,Fast Food Restaurant
Mt. Baker Park,47.580957,-122.288481,Northwest Tofu Factory,47.59923614914456,-122.307078114939,Chinese Restaurant
Mt. Baker Park,47.580957,-122.288481,Viengthong,47.577678990693016,-122.29593622127776,Thai Restaurant
Mt. Baker Park,47.580957,-122.288481,The Original Philly's,47.57622025438255,-122.29696706250216,Sandwich Place
Mt. Baker Park,47.580957,-122.288481,Both Ways Cafe,47.56424311911135,-122.27091910429706,Café
Mt. Baker Park,47.580957,-122.288481,Domino's Pizza,47.5630935,-122.2876793,Pizza Place
Mt. Baker Park,47.580957,-122.288481,Dahlak Eritrean Cuisine,47.58764680303501,-122.30591718436443,Ethiopian Restaurant
Mt. Baker Park,47.580957,-122.288481,Moonlight Cafe,47.59900599464446,-122.30658041474894,Vietnamese Restaurant
Mt. Baker Park,47.580957,-122.288481,Oberto Factory Store,47.58803625611128,-122.30555563615239,Snack Place
Mt. Baker Park,47.580957,-122.288481,Café Weekend,47.594621000000004,-122.30963,Café
Mt. Baker Park,47.580957,-122.288481,Franz Bakery Outlet,47.598649087214824,-122.30594223899855,Bakery
Mt. Baker Park,47.580957,-122.288481,Pho Hai Yen,47.5953207094712,-122.31105826493025,Asian Restaurant
Mt. Baker Park,47.580957,-122.288481,Taco Bell,47.569198712126905,-122.289818921262,Fast Food Restaurant
Mt. Baker Park,47.580957,-122.288481,Burger King,47.58470641815859,-122.30365097522736,Fast Food Restaurant
Mt. Baker Park,47.580957,-122.288481,Mi La Cay,47.596,-122.31138,Vietnamese Restaurant
Mt. Baker Park,47.580957,-122.288481,Papa Murphy's,47.59948503641368,-122.30197347138262,Pizza Place
Mt. Baker Park,47.580957,-122.288481,Subway,47.55870935931556,-122.28549060817737,Sandwich Place
Mt. Baker Park,47.580957,-122.288481,VA Seattle Canteen,47.56409967049436,-122.30879835159435,American Restaurant
Mt. Baker Park,47.580957,-122.288481,Iconiq,47.587759,-122.292561,French Restaurant
Mt. Baker Park,47.580957,-122.288481,Van Loi Noodle Co,47.574436,-122.29464899999999,Vietnamese Restaurant
Mt. Baker Park,47.580957,-122.288481,El Asador,47.57366362303131,-122.29427013164457,Taco Place
Mt. Baker Park,47.580957,-122.288481,Castello Pizza and Pasta,47.570034,-122.290721,Pizza Place
Mt. Baker Park,47.580957,-122.288481,Magic Dragon,47.569002000000005,-122.287952,Chinese Restaurant
Mt. Baker Park,47.580957,-122.288481,Borracchini's Bakery,47.5948001939013,-122.29421618775832,Bakery
Mt. Baker Park,47.580957,-122.288481,Subway,47.598631119403,-122.30149130675886,Sandwich Place
Mt. Baker Park,47.580957,-122.288481,Taco Del Mar,47.599198433717156,-122.30167678782168,Burrito Place
Mt. Baker Park,47.580957,-122.288481,Cafe Bengodi,47.578771235553674,-122.31138231676096,Italian Restaurant
Mt. Baker Park,47.580957,-122.288481,El Delicioso,47.580827,-122.313099,Mexican Restaurant
Mt. Baker Park,47.580957,-122.288481,Luisa Taqueria,47.58074829353591,-122.31361081483345,Mexican Restaurant
Mt. Baker Park,47.580957,-122.288481,Tagla Ethiopian Cafe,47.56357280565526,-122.28819298918572,Ethiopian Restaurant
Mt. Baker Park,47.580957,-122.288481,beacon grill,47.567177,-122.307199,Fast Food Restaurant
Mt. Baker Park,47.580957,-122.288481,East African Imports,47.598459000000005,-122.300987,Ethiopian Restaurant
Mt. Baker Park,47.580957,-122.288481,ricenroll,47.59495139122009,-122.31033504009247,Sushi Restaurant
Mt. Baker Park,47.580957,-122.288481,Pho Bo,47.55964703506603,-122.28580964839053,Vietnamese Restaurant
Mt. Baker Park,47.580957,-122.288481,Mediterranean Mix,47.599464000000005,-122.303067,Mediterranean Restaurant
Mt. Baker Park,47.580957,-122.288481,Taqueria Contreras,47.558799743652344,-122.28636932373047,Food Truck
Mt. Baker Park,47.580957,-122.288481,Awash Ethiopian Restaurant,47.558627,-122.285091,African Restaurant
Mt. Baker Park,47.580957,-122.288481,Magic Dragon Chinese Eatery,47.60007,-122.301929,Chinese Restaurant
Seward Park,47.54923,-122.25063899999999,Raconteur,47.555786142223866,-122.27046077046867,Restaurant
Seward Park,47.54923,-122.25063899999999,Pizzutos,47.55603952039505,-122.2702146780137,Italian Restaurant
Seward Park,47.54923,-122.25063899999999,Sam Choy's Poké to the Max,47.55397249306319,-122.28036468746423,Poke Place
Seward Park,47.54923,-122.25063899999999,Toshi's Teriyaki,47.54166726475045,-122.22485806597439,Asian Restaurant
Seward Park,47.54923,-122.25063899999999,Bent Burgers,47.55498055404207,-122.26963204774272,Burger Joint
Seward Park,47.54923,-122.25063899999999,Beach Bakery,47.53208,-122.2695,Bakery
Seward Park,47.54923,-122.25063899999999,Flying Squirrel Pizza,47.56416273410033,-122.27100750148695,Pizza Place
Seward Park,47.54923,-122.25063899999999,King Philly Cheesesteaks,47.532246,-122.26954,Wings Joint
Seward Park,47.54923,-122.25063899999999,Mawadda Cafe,47.54592367387683,-122.27667435590877,Greek Restaurant
Seward Park,47.54923,-122.25063899999999,Jacksons Catfish Corner,47.53787557405205,-122.2703571212099,Seafood Restaurant
Seward Park,47.54923,-122.25063899999999,Yuzen Japanese Restaurant,47.5410606773903,-122.22462897797288,Japanese Restaurant
Seward Park,47.54923,-122.25063899999999,Both Ways Cafe,47.56424311911135,-122.27091910429706,Café
Seward Park,47.54923,-122.25063899999999,Huarachitos Cocina Mexicana,47.53645457897819,-122.273828732183,Mexican Restaurant
Seward Park,47.54923,-122.25063899999999,Los Potrillos - Taco Truck,47.54103076457959,-122.27156394282879,Food Truck
Seward Park,47.54923,-122.25063899999999,Zest Fast Food,47.538777,-122.27100800000001,Fast Food Restaurant
Seward Park,47.54923,-122.25063899999999,Grubz Deli and Grill,47.537838,-122.270023,Food
Seward Park,47.54923,-122.25063899999999,Delish Ethiopian Cuisine,47.551099,-122.277779,Ethiopian Restaurant
Seward Park,47.54923,-122.25063899999999,Sahara Pizza,47.54159675560055,-122.2252065569752,Pizza Place
Seward Park,47.54923,-122.25063899999999,Riviera Maya,47.54074,-122.225037,Mexican Restaurant
Seward Park,47.54923,-122.25063899999999,City Teriyaki,47.553251,-122.278975,Asian Restaurant
Seward Park,47.54923,-122.25063899999999,Tortas Locas,47.53660278945942,-122.27385057432647,Mexican Restaurant
Seward Park,47.54923,-122.25063899999999,Los Tinos Mexican Restaurant,47.536503651907516,-122.27384973381044,Mexican Restaurant
Seward Park,47.54923,-122.25063899999999,Signature Cafe,47.536515442669966,-122.27388702858286,Breakfast Spot
Seward Park,47.54923,-122.25063899999999,El Pilon,47.55357027053833,-122.28049983041716,Latin American Restaurant
Warren G. Magnuson Park,47.680304,-122.25508400000001,Pagliacci Pizza,47.67419667831313,-122.26493798080658,Pizza Place
Warren G. Magnuson Park,47.680304,-122.25508400000001,Magnuson Cafe & Brewery,47.688134594146725,-122.26480808990961,New American Restaurant
Warren G. Magnuson Park,47.680304,-122.25508400000001,Sand Point Grill,47.66825054000523,-122.27670052097315,American Restaurant
Warren G. Magnuson Park,47.680304,-122.25508400000001,Gretchen's Place,47.66833132985357,-122.27600162833933,Café
Warren G. Magnuson Park,47.680304,-122.25508400000001,Buddha Bruddah,47.679431857553446,-122.25928844598752,Food Truck
Warren G. Magnuson Park,47.680304,-122.25508400000001,Hot Revolution Mini Donuts,47.68201684895301,-122.26047068428082,Food Truck
Warren G. Magnuson Park,47.680304,-122.25508400000001,Athena's Food Truck,47.67479629523944,-122.26126897091918,Greek Restaurant
Warren G. Magnuson Park,47.680304,-122.25508400000001,The Roost,47.668288,-122.277037,American Restaurant
Woodland Park,47.668906,-122.344218,Windy City Pie,47.672348,-122.35406,Pizza Place
Woodland Park,47.668906,-122.344218,Bongos,47.676576,-122.347007,Caribbean Restaurant
Woodland Park,47.668906,-122.344218,Seattle Meowtropolitan,47.66137631352743,-122.34279925340857,Café
Woodland Park,47.668906,-122.344218,Perche No Pasta & Vino,47.66414,-122.34121,Italian Restaurant
Woodland Park,47.668906,-122.344218,Tutta Bella Neapolitan Pizzeria,47.66041724886298,-122.3424444902906,Pizza Place
Woodland Park,47.668906,-122.344218,Chef Liao,47.67296182490042,-122.35430668966137,Chinese Restaurant
Woodland Park,47.668906,-122.344218,Tilth,47.66132619444158,-122.34003979167498,New American Restaurant
Woodland Park,47.668906,-122.344218,Mighty-O Donuts,47.66878992435723,-122.33319420885707,Donut Shop
Woodland Park,47.668906,-122.344218,Issian Stone Grill,47.66144867059646,-122.33829231193816,Japanese Restaurant
Woodland Park,47.668906,-122.344218,Mkt.,47.66876424197663,-122.33330341299704,Restaurant
Woodland Park,47.668906,-122.344218,Fremont Bowl,47.65910054386501,-122.35001944268794,Japanese Restaurant
Woodland Park,47.668906,-122.344218,Rock Creek Seafood & Spirits,47.659440485912334,-122.34975814819335,Seafood Restaurant
Woodland Park,47.668906,-122.344218,Jhanjay Vegetarian Thai Cuisine,47.66143471477418,-122.3367502400843,Thai Restaurant
Woodland Park,47.668906,-122.344218,Zeeks Pizza,47.67267,-122.35439,Pizza Place
Woodland Park,47.668906,-122.344218,Modern Japanese Cuisine,47.67348502605973,-122.35422267097279,Japanese Restaurant
Woodland Park,47.668906,-122.344218,Uneeda Burger,47.65940001082832,-122.34997135824473,Burger Joint
Woodland Park,47.668906,-122.344218,45th Stop N Shop & Poke Bar,47.661315467574134,-122.33032690941532,Poke Place
Woodland Park,47.668906,-122.344218,Kisaku Sushi,47.66875090549088,-122.3331691851895,Sushi Restaurant
Woodland Park,47.668906,-122.344218,Fresh Flours,47.67315634832812,-122.35446206995991,Café
Woodland Park,47.668906,-122.344218,TNT Taqueria,47.66142381419963,-122.33289515954182,Taco Place
Woodland Park,47.668906,-122.344218,Paseo Caribbean Food,47.65851930999576,-122.35011164625413,Caribbean Restaurant
Woodland Park,47.668906,-122.344218,Ezell's Famous Chicken,47.66150944254662,-122.33084751714829,Fried Chicken Joint
Woodland Park,47.668906,-122.344218,Musashi's,47.66145154294246,-122.34050115305888,Sushi Restaurant
Woodland Park,47.668906,-122.344218,Pho Than Brothers,47.6613619947598,-122.33088502668579,Asian Restaurant
Woodland Park,47.668906,-122.344218,Dick's Drive-In,47.661054,-122.327774,Burger Joint
Woodland Park,47.668906,-122.344218,Kabul Afghan Cuisine,47.66126853632811,-122.33121831894209,Restaurant
Woodland Park,47.668906,-122.344218,Mr. Gyro's,47.6613613067079,-122.32591498606554,Mediterranean Restaurant
Woodland Park,47.668906,-122.344218,Red Mill Burgers,47.67784994839579,-122.35481382089995,Burger Joint
Woodland Park,47.668906,-122.344218,Latona Pub,47.67581879263341,-122.32561263774974,American Restaurant
Woodland Park,47.668906,-122.344218,Kamonegi,47.653969902767535,-122.34441476035772,Japanese Restaurant
Woodland Park,47.668906,-122.344218,El Chupacabra,47.67813365495727,-122.35550102009252,Mexican Restaurant
Woodland Park,47.668906,-122.344218,Rancho Bravo Tacos,47.6613862455307,-122.32675549672284,Food Truck
Woodland Park,47.668906,-122.344218,Bizzarro Italian Cafe,47.66204291326604,-122.34167131267029,Italian Restaurant
Woodland Park,47.668906,-122.344218,Opus Co,47.68289210778261,-122.35528477686655,New American Restaurant
Woodland Park,47.668906,-122.344218,El Naranjo,47.68149891460821,-122.34452412555369,Food Truck
Woodland Park,47.668906,-122.344218,Pam's Kitchen,47.6613609295696,-122.33659245829942,Caribbean Restaurant
Woodland Park,47.668906,-122.344218,Veraci Pizza,47.66886007528028,-122.36332202311158,Pizza Place
Woodland Park,47.668906,-122.344218,Joli,47.676146,-122.364193,French Restaurant
Woodland Park,47.668906,-122.344218,Rocking Wok Taiwanese Cuisine,47.65929724696881,-122.34084782544926,Asian Restaurant
Woodland Park,47.668906,-122.344218,Sea Wolf Bakery,47.65103415759725,-122.34305327220817,Bakery
Woodland Park,47.668906,-122.344218,4649 Yoroshiku Japanese Restaurant,47.661216,-122.334338,Japanese Restaurant
Woodland Park,47.668906,-122.344218,Beth's Café,47.682145074326556,-122.34470860423596,Diner
Woodland Park,47.668906,-122.344218,Via Tribunali,47.659133950514196,-122.35011895044508,Pizza Place
Woodland Park,47.668906,-122.344218,Cubes Baking Co.,47.661227000000004,-122.330506,Bakery
Woodland Park,47.668906,-122.344218,Manolin,47.65100377283665,-122.34319778589469,American Restaurant
Woodland Park,47.668906,-122.344218,Thaiku (ไทยคู) (Thaiku),47.67803187063438,-122.35549902580708,Thai Restaurant
Woodland Park,47.668906,-122.344218,Amazing Thai,47.66678262806658,-122.31728953239886,Thai Restaurant
Woodland Park,47.668906,-122.344218,ha!,47.65898789520365,-122.35008845390746,American Restaurant
Woodland Park,47.668906,-122.344218,Frēlard Pizza Company,47.65629890092227,-122.36177678705425,Pizza Place
Woodland Park,47.668906,-122.344218,Mainstay Provisions,47.676078,-122.364349,Café
Woodland Park,47.668906,-122.344218,The Dray,47.67605794165895,-122.36500008452452,Gastropub
Woodland Park,47.668906,-122.344218,Pagliacci Pizza,47.65550254761737,-122.34274838542089,Pizza Place
Woodland Park,47.668906,-122.344218,Le Coin,47.65785623959084,-122.35010234393955,French Restaurant
Woodland Park,47.668906,-122.344218,Grand Central Bakery,47.661252000000005,-122.33824399999999,Bakery
Woodland Park,47.668906,-122.344218,Take 5 Urban Market,47.67943349680548,-122.36629324553395,Deli / Bodega
Woodland Park,47.668906,-122.344218,Taste of India,47.66914981916449,-122.31749829888572,Indian Restaurant
Woodland Park,47.668906,-122.344218,Cornuto Pizzeria,47.68276213327143,-122.35524307592594,Pizza Place
Woodland Park,47.668906,-122.344218,Celine Patisserie,47.67906150794794,-122.35544928578703,Bakery
Woodland Park,47.668906,-122.344218,RoRo BBQ,47.651191923076425,-122.34259682296633,Cuban Restaurant
Woodland Park,47.668906,-122.344218,Rosita's Mexican Grill,47.68069187726904,-122.32476843125815,Mexican Restaurant
Woodland Park,47.668906,-122.344218,Irwin’s Neighborhood Bakery and Cafe,47.65542,-122.33283,Café
Woodland Park,47.668906,-122.344218,The Whale Wins,47.64968571247158,-122.3425076573946,New American Restaurant
Woodland Park,47.668906,-122.344218,Spud Fish & Chips,47.678385751404726,-122.32697798217735,Fish & Chips Shop
Woodland Park,47.668906,-122.344218,Joule,47.649646005848254,-122.34260460665192,Korean Restaurant
Woodland Park,47.668906,-122.344218,Cantinetta,47.6518908149282,-122.33617923355142,Italian Restaurant
Woodland Park,47.668906,-122.344218,Brimmer & Heeltap,47.66850923603331,-122.36315947970634,Gastropub
Woodland Park,47.668906,-122.344218,Mykonos Grill,47.68046269341458,-122.32532692334841,Greek Restaurant
Woodland Park,47.668906,-122.344218,Shawn O'Donnell's,47.65145795600514,-122.35016470638799,Irish Pub
Woodland Park,47.668906,-122.344218,Revel WC,47.652014,-122.353926,Korean Restaurant
Woodland Park,47.668906,-122.344218,Teddy's Bigger Burgers - Greenlake,47.67882695428985,-122.32645225234685,Burger Joint
Woodland Park,47.668906,-122.344218,El Camion,47.65903752503237,-122.36501112031759,Taco Place
Woodland Park,47.668906,-122.344218,El Legendario Mexican Restaurant,47.663159813718806,-122.34756907627096,Mexican Restaurant
Woodland Park,47.668906,-122.344218,Westward,47.651678234909454,-122.32891236313512,Seafood Restaurant
Woodland Park,47.668906,-122.344218,Evergreens,47.64941888975278,-122.34813966132334,Salad Place
Woodland Park,47.668906,-122.344218,Rain City Burgers,47.67591887356828,-122.31740159525395,Burger Joint
Woodland Park,47.668906,-122.344218,Cafe Bambino,47.67595461467614,-122.36215254286313,Café
Woodland Park,47.668906,-122.344218,Arepa Venezuelan Kitchen,47.66482431735755,-122.31271717588655,South American Restaurant
Woodland Park,47.668906,-122.344218,Wayward Vegan Cafe,47.67580514146781,-122.31997004580023,Vegetarian / Vegan Restaurant
Woodland Park,47.668906,-122.344218,The Woodlands Pizza,47.68960179928247,-122.34430178269356,Pizza Place
Woodland Park,47.668906,-122.344218,Pizza Pi,47.668512151840694,-122.31299213166906,Pizza Place
Woodland Park,47.668906,-122.344218,Cedars in University District,47.66473886965021,-122.31449514627457,Indian Restaurant
Woodland Park,47.668906,-122.344218,Bodrum Bistro,47.66144099153487,-122.33689001294901,Turkish Restaurant
Woodland Park,47.668906,-122.344218,Eve,47.649514707868434,-122.3492896642033,New American Restaurant
Woodland Park,47.668906,-122.344218,Flair Taco Truck,47.6521911687278,-122.35434532600327,Food Truck
Woodland Park,47.668906,-122.344218,Voula's Offshore Cafe,47.654708860400845,-122.32163395119193,Diner
Woodland Park,47.668906,-122.344218,Chutney's Bistro,47.660725954946756,-122.33591165320036,Indian Restaurant
Woodland Park,47.668906,-122.344218,Valhalla Sandwiches,47.68858204789275,-122.35509863221664,Sandwich Place
Woodland Park,47.668906,-122.344218,Bar Charlie,47.653403599308085,-122.34263779580694,Restaurant
Woodland Park,47.668906,-122.344218,Ridge Pizza,47.68128853142192,-122.35560482114656,Pizza Place
Woodland Park,47.668906,-122.344218,Araya's Vegetarian Place,47.66780250717423,-122.31299365631908,Vegetarian / Vegan Restaurant
Woodland Park,47.668906,-122.344218,Pecado Bueno,47.65928451410614,-122.35021188413795,Mexican Restaurant
Woodland Park,47.668906,-122.344218,Tarsan i Jane,47.656422002729705,-122.36198948535342,Spanish Restaurant
Woodland Park,47.668906,-122.344218,Eltana Wood-Fired Bagel Cafe,47.65433094801291,-122.34251206174598,Bagel Shop
Woodland Park,47.668906,-122.344218,India Bistro,47.67584678242513,-122.31786015711211,Indian Restaurant
Woodland Park,47.668906,-122.344218,Gorgeous George's,47.68538847113131,-122.35545187554405,Mediterranean Restaurant
Woodland Park,47.668906,-122.344218,Pomerol,47.652658347212736,-122.35649026588749,French Restaurant
Woodland Park,47.668906,-122.344218,El Camión,47.66937068389925,-122.37250884474186,Food Truck
Woodland Park,47.668906,-122.344218,Portage Bay Cafe,47.65756951098391,-122.31775645957667,Breakfast Spot
Woodland Park,47.668906,-122.344218,Pete's Eggnest,47.68532260749996,-122.35541488707518,Breakfast Spot
Woodland Park,47.668906,-122.344218,Xi'an Noodles,47.66819064779712,-122.313117015416,Chinese Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Tubs Gourmet Sub Sandwiches,47.709942121743545,-122.30042751157845,Sandwich Place
Meadowbrook Playfield,47.70577111,-122.2934929,2C Thai,47.71952834976589,-122.29503011302481,Thai Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Jebena Cafe,47.71409128371286,-122.31195762951434,Ethiopian Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Korochka,47.71859374926604,-122.29547515783992,Gastropub
Meadowbrook Playfield,47.70577111,-122.2934929,Thai One On,47.71867329959773,-122.2956886791239,Thai Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Kaffeeklatsch,47.71990931451549,-122.29493361808976,Café
Meadowbrook Playfield,47.70577111,-122.2934929,Santorini Pizza & Pasta,47.70853977785446,-122.29116087494288,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Taco Time,47.7145972818451,-122.29852988204101,Taco Place
Meadowbrook Playfield,47.70577111,-122.2934929,Aloha Ramen,47.72142549550767,-122.29599282862895,Noodle House
Meadowbrook Playfield,47.70577111,-122.2934929,Lake City Gyros,47.71850145855551,-122.29557000770824,Greek Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Enat Ethiopian,47.713471665232476,-122.31236374269416,Ethiopian Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Chaiyo Thai,47.7154755712036,-122.31273299696257,Thai Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Jewel Box Cafe,47.70253203960119,-122.32481277179804,Café
Meadowbrook Playfield,47.70577111,-122.2934929,Patty's Eggnest,47.70877412718053,-122.31753153577498,Breakfast Spot
Meadowbrook Playfield,47.70577111,-122.2934929,Zylberschtein's Delicatessen & Bakery,47.715382,-122.312087,Bakery
Meadowbrook Playfield,47.70577111,-122.2934929,Chipotle Mexican Grill,47.721877963844044,-122.29420685276125,Mexican Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Jimmy John's,47.708551310283916,-122.32250813226227,Sandwich Place
Meadowbrook Playfield,47.70577111,-122.2934929,Judy Fu's Snappy Dragon,47.693590405920105,-122.31773198445205,Chinese Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Masala of India Cuisine,47.70855483924238,-122.32269802359973,Indian Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Pagliacci Pizza,47.687397358966514,-122.31192917590367,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Mr. Villa,47.68779578546589,-122.3115643440405,Mexican Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Pho An Restaurant,47.72006137070629,-122.2945291069953,Vietnamese Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Kizuki Ramen and Izakaya,47.7023941,-122.3246766,Ramen Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Toyoda Sushi,47.720490845952796,-122.29480799195689,Sushi Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Auntie Anne's,47.70497236156578,-122.3256007131199,Snack Place
Meadowbrook Playfield,47.70577111,-122.2934929,Piroshky Piroshky,47.704358018660926,-122.32569266541155,Russian Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Five Guys,47.702982966320015,-122.32506180339803,Burger Joint
Meadowbrook Playfield,47.70577111,-122.2934929,Chipotle Mexican Grill,47.7069892,-122.3261358,Mexican Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Phayathai Cuisine,47.693527617635944,-122.30567349541775,Thai Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Pho Binh,47.72503163089719,-122.292060848797,Vietnamese Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Papa Murphy's,47.721234112097584,-122.29607801475292,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Gyro Hut,47.70946203342882,-122.3202381978451,Greek Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,SUBWAY,47.71946965383647,-122.294831635582,Sandwich Place
Meadowbrook Playfield,47.70577111,-122.2934929,Azteca,47.70820934541585,-122.32569909480308,Mexican Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Jalisco,47.718509775716896,-122.29495511434979,Mexican Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Wedgwood Broiler,47.689218569711564,-122.29039674533793,Steakhouse
Meadowbrook Playfield,47.70577111,-122.2934929,Sarku Japan,47.704393737646654,-122.32572822051664,Japanese Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Subway,47.70276690636672,-122.32437996197132,Sandwich Place
Meadowbrook Playfield,47.70577111,-122.2934929,Subway,47.71911744349514,-122.31208351760824,Sandwich Place
Meadowbrook Playfield,47.70577111,-122.2934929,Nori Presto,47.719140769960795,-122.31218608530956,Sushi Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Dominos Pizza,47.715646,-122.312336,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Cinnabon,47.7048173465518,-122.3258647640289,Bakery
Meadowbrook Playfield,47.70577111,-122.2934929,Nordstrom Cafe - Northgate,47.70624797170106,-122.32649485979006,American Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Charleys Philly Steaks,47.70713639159461,-122.32610300070536,Sandwich Place
Meadowbrook Playfield,47.70577111,-122.2934929,Wong's Kitchen,47.69699326208248,-122.2902213954605,Chinese Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Domino's Pizza,47.709121,-122.323976,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Thai Fusion Bistro,47.702563637065566,-122.32474587824346,Thai Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Red Robin Gourmet Burgers and Brews,47.70408705,-122.325547,Burger Joint
Meadowbrook Playfield,47.70577111,-122.2934929,Taco Del Mar,47.70928491640742,-122.32034780905315,Taco Place
Meadowbrook Playfield,47.70577111,-122.2934929,Bluefin Sushi & Seafood Buffet,47.70483208495887,-122.3266884743951,Seafood Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,The Breakfast Club,47.71779359583191,-122.29580095025582,Breakfast Spot
Meadowbrook Playfield,47.70577111,-122.2934929,Amante,47.7183630551068,-122.31838336570652,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Sbarro,47.7043785420725,-122.32580639203614,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Subway,47.70455,-122.32561,Sandwich Place
Meadowbrook Playfield,47.70577111,-122.2934929,Toshi's Teriyaki - Northgate,47.70735756333113,-122.32293629497467,Japanese Restaurant
Meadowbrook Playfield,47.70577111,-122.2934929,Luciano's Pizza,47.709997973840245,-122.30020165443419,Pizza Place
Meadowbrook Playfield,47.70577111,-122.2934929,Manna Teriyaki - Lake City,47.7099545283363,-122.30036964804626,Asian Restaurant
