Park,ParkLatitude,ParkLongitude,Venue,VenueLatitude,VenueLongitude,VenueCategory,Distance
12th and Howe Play Park,47.636097,-122.372985,Fuji Bakery,47.62823076940516,-122.37045692765852,Bakery,894.991699270239
12th and Howe Play Park,47.636097,-122.372985,S & L,47.63956215037869,-122.36477743016034,Bakery,727.2086707596819
12th and Howe Play Park,47.636097,-122.372985,How To Cook A Wolf,47.63864924974856,-122.35693162837059,Italian Restaurant,1239.2851942520429
12th and Howe Play Park,47.636097,-122.372985,Taco Time,47.62959096201703,-122.37172222161024,Taco Place,729.5607734154651
12th and Howe Play Park,47.636097,-122.372985,Bite Box,47.639423,-122.361439,Bistro,943.157303818517
12th and Howe Play Park,47.636097,-122.372985,Homegrown,47.638472329072904,-122.35704759128632,Sandwich Place,1226.4202851010557
12th and Howe Play Park,47.636097,-122.372985,Eden Hill,47.638697920609744,-122.35703352909904,Restaurant,1233.0896535983536
12th and Howe Play Park,47.636097,-122.372985,Mezcaleria Oaxaca,47.63789916194294,-122.35722965903268,Mexican Restaurant,1200.8073539199738
12th and Howe Play Park,47.636097,-122.372985,Caffe Ladro,47.638644015700386,-122.35709004316857,Café,1227.5658101147847
12th and Howe Play Park,47.636097,-122.372985,Pagliacci Pizza,47.64872732108503,-122.37849224912426,Pizza Place,1463.9834214351483
12th and Howe Play Park,47.636097,-122.372985,Malena's Taco Shop,47.63963466092469,-122.36595650195822,Mexican Restaurant,658.5324483700856
12th and Howe Play Park,47.636097,-122.372985,Betty,47.63266360982503,-122.35718888906577,Restaurant,1246.9630612434755
12th and Howe Play Park,47.636097,-122.372985,Top Pot Doughnuts,47.63223624378161,-122.36169958145749,Donut Shop,950.5555819657596
12th and Howe Play Park,47.636097,-122.372985,Icebox Grocery,47.636153727041254,-122.37045954667484,Sandwich Place,189.8890640064062
12th and Howe Play Park,47.636097,-122.372985,Bounty Kitchen,47.63834554866865,-122.35669142088564,Restaurant,1249.6761227825848
12th and Howe Play Park,47.636097,-122.372985,Palisade Restaurant,47.630288595047205,-122.39156356239815,Seafood Restaurant,1538.3481662993113
12th and Howe Play Park,47.636097,-122.372985,The Cheese Wizards,47.648785,-122.37601000000001,Sandwich Place,1428.8887271890574
12th and Howe Play Park,47.636097,-122.372985,Le Rêve Bakery & Café,47.634984875956796,-122.35717931622186,Bakery,1194.2069654650045
12th and Howe Play Park,47.636097,-122.372985,Toulouse Petit Kitchen & Lounge,47.624761147936056,-122.35682939985381,Cajun / Creole Restaurant,1750.0812150035872
12th and Howe Play Park,47.636097,-122.372985,5 Spot,47.63254988309828,-122.35690826014113,Breakfast Spot,1270.924491775152
12th and Howe Play Park,47.636097,-122.372985,Queen Anne Beerhall,47.620779999999996,-122.35968999999999,German Restaurant,1974.5061801886925
12th and Howe Play Park,47.636097,-122.372985,Time 4 Pho,47.64540100680548,-122.38246941849323,Vietnamese Restaurant,1256.1837373934993
12th and Howe Play Park,47.636097,-122.372985,Coba Viet Kitchen & Ale House,47.62417251491562,-122.3552424175114,Vietnamese Restaurant,1880.405718015276
12th and Howe Play Park,47.636097,-122.372985,Canlis,47.64306413335886,-122.34675376094124,American Restaurant,2117.859444853307
12th and Howe Play Park,47.636097,-122.372985,Magic Dragon,47.635622735982345,-122.37665142661317,Chinese Restaurant,280.52857931025954
12th and Howe Play Park,47.636097,-122.372985,Taylor Shellfish Oyster Bar Queen Anne,47.62335780166168,-122.35430187658056,Seafood Restaurant,1994.459840433341
12th and Howe Play Park,47.636097,-122.372985,Sal Y Limon,47.62466823038943,-122.35621581762906,Mexican Restaurant,1789.705855386312
12th and Howe Play Park,47.636097,-122.372985,Via Tribunali,47.63225947149072,-122.36136527766216,Italian Restaurant,971.9009199578928
12th and Howe Play Park,47.636097,-122.372985,Curbside,47.64949141158309,-122.35884578545452,Food Truck,1829.3528893817113
12th and Howe Play Park,47.636097,-122.372985,Boat Street Kitchen,47.618429924248936,-122.3574380486592,French Restaurant,2285.575448189827
12th and Howe Play Park,47.636097,-122.372985,Queen Anne Cafe,47.637817834681655,-122.35714044523688,American Restaurant,1205.9513868107936
12th and Howe Play Park,47.636097,-122.372985,Elliott Bay Pizza Company,47.63769475906447,-122.35707034311001,Pizza Place,1209.0681628635332
12th and Howe Play Park,47.636097,-122.372985,Nikos Gyros,47.63929206862733,-122.39841065103985,Greek Restaurant,1943.3883617626332
12th and Howe Play Park,47.636097,-122.372985,Tenth West,47.636112673219,-122.37052031955805,Café,185.22556372388235
12th and Howe Play Park,47.636097,-122.372985,Red Mill Burgers,47.64829691751667,-122.37828447802616,Burger Joint,1413.669481858711
12th and Howe Play Park,47.636097,-122.372985,Mura Asian Eatery,47.640248,-122.399127,Korean Restaurant,2017.9439571051669
12th and Howe Play Park,47.636097,-122.372985,Pho Viet Anh,47.62547493233674,-122.34904813132201,Noodle House,2152.015205090659
12th and Howe Play Park,47.636097,-122.372985,Pung Kang,47.623838492424476,-122.35691970639346,Thai Restaurant,1820.846254967897
12th and Howe Play Park,47.636097,-122.372985,Orrapin Thai,47.638453259212426,-122.35656641557124,Thai Restaurant,1261.3130145123548
12th and Howe Play Park,47.636097,-122.372985,Shiki Japanese Restaurant,47.62576223873565,-122.35706879879835,Japanese Restaurant,1658.6772906630952
12th and Howe Play Park,47.636097,-122.372985,Chinook's,47.65537829622633,-122.38115212299637,Seafood Restaurant,2229.8560046255257
12th and Howe Play Park,47.636097,-122.372985,Petit Pierre Bakery,47.63970074658058,-122.39868155894344,Bakery,1972.1267414401211
12th and Howe Play Park,47.636097,-122.372985,Frēlard Pizza Company,47.65629890092227,-122.36177678705424,Pizza Place,2398.792619823716
12th and Howe Play Park,47.636097,-122.372985,La Palma Family Mexican Restaurant,47.65211310084766,-122.37590839767681,Mexican Restaurant,1794.220815850914
12th and Howe Play Park,47.636097,-122.372985,Revel WC,47.652014,-122.353926,Korean Restaurant,2276.5323701038096
12th and Howe Play Park,47.636097,-122.372985,Pagliacci Pizza,47.62450832172371,-122.35647143483186,Pizza Place,1788.992841721395
12th and Howe Play Park,47.636097,-122.372985,Evergreens,47.64941888975278,-122.34813966132334,Salad Place,2383.070350457246
12th and Howe Play Park,47.636097,-122.372985,Eve,47.649514707868434,-122.3492896642033,New American Restaurant,2322.827374091725
12th and Howe Play Park,47.636097,-122.372985,Mondello Ristorante Italiano,47.640290047317116,-122.39966434663914,Italian Restaurant,2058.3267217429034
12th and Howe Play Park,47.636097,-122.372985,Yasuko's Teriyaki,47.64867613029785,-122.3760327982008,Japanese Restaurant,1417.2154947114348
12th and Howe Play Park,47.636097,-122.372985,Laredos Grill,47.627046,-122.345863,Mexican Restaurant,2273.2308736751133
12th and Howe Play Park,47.636097,-122.372985,Plaza Garibaldi,47.619418130952695,-122.35568717404944,Mexican Restaurant,2264.757802883342
12th and Howe Play Park,47.636097,-122.372985,Shawn O'Donnell's,47.651457956005146,-122.350164706388,Irish Pub,2420.110184910472
12th and Howe Play Park,47.636097,-122.372985,Sushi Samurai,47.63530523522399,-122.3570736586815,Sushi Restaurant,1198.960863685427
12th and Howe Play Park,47.636097,-122.372985,Flair Taco Truck,47.652191168727796,-122.35434532600328,Food Truck,2272.323776620219
12th and Howe Play Park,47.636097,-122.372985,The Melting Pot,47.62467,-122.35654,Fondue Restaurant,1772.4916150162016
12th and Howe Play Park,47.636097,-122.372985,Sunny Teriyaki,47.65623837239372,-122.3844184615109,Japanese Restaurant,2398.501756133585
12th and Howe Play Park,47.636097,-122.372985,Pomerol,47.65265834721274,-122.35649026588749,French Restaurant,2219.588746789074
12th and Howe Play Park,47.636097,-122.372985,Mulleady's Irish Pub,47.64833388727653,-122.38343473708728,Irish Pub,1570.8566394931818
12th and Howe Play Park,47.636097,-122.372985,The Golden Olive,47.623951021495245,-122.35674686691168,Mediterranean Restaurant,1820.1835559098233
12th and Howe Play Park,47.636097,-122.372985,MOD Pizza,47.62124075734349,-122.35074930241777,Pizza Place,2349.743628742124
12th and Howe Play Park,47.636097,-122.372985,Zeeks Pizza,47.64864,-122.35606999999999,Pizza Place,1886.8603679356956
12th and Howe Play Park,47.636097,-122.372985,Cafe Turko,47.64924034428274,-122.34701050922804,Turkish Restaurant,2438.1559466445237
12th and Howe Play Park,47.636097,-122.372985,MOD Pizza,47.64993920000001,-122.350029,Pizza Place,2311.6696563500227
12th and Howe Play Park,47.636097,-122.372985,Sully's,47.634355034277135,-122.35714705152144,Irish Pub,1205.8751549766616
12th and Howe Play Park,47.636097,-122.372985,Tarsan i Jane,47.656422002729705,-122.36198948535342,Spanish Restaurant,2406.079021278891
12th and Howe Play Park,47.636097,-122.372985,Tup Tim Thai,47.62470905115596,-122.35899821131493,Thai Restaurant,1645.6477935524856
12th and Howe Play Park,47.636097,-122.372985,Kin Len Thai Night Bites,47.651142,-122.350212,Thai Restaurant,2392.9100736017485
12th and Howe Play Park,47.636097,-122.372985,Collections Cafe,47.620725051558466,-122.35007048509073,American Restaurant,2426.347202425442
12th and Howe Play Park,47.636097,-122.372985,Big Marios QUEEN ANNE,47.62682133224515,-122.34758150186869,Pizza Place,2169.941974980944
12th and Howe Play Park,47.636097,-122.372985,19 Gold,47.651485,-122.35043999999999,Taiwanese Restaurant,2407.634550886673
12th and Howe Play Park,47.636097,-122.372985,The Masonry,47.64951326543692,-122.3486058831003,Pizza Place,2362.338254479576
12th and Howe Play Park,47.636097,-122.372985,Domani Pizzeria And Restaurant,47.63279484878851,-122.35714458062306,Pizza Place,1245.7538861807313
12th and Howe Play Park,47.636097,-122.372985,Roxy's Diner,47.65201551721047,-122.35277564202988,Diner,2331.999920546146
12th and Howe Play Park,47.636097,-122.372985,Pel'Meni Dumpling Tzar,47.651068770884905,-122.35035494230381,Dumpling Restaurant,2379.5397828288515
12th and Howe Play Park,47.636097,-122.372985,The Other Coast Cafe,47.624666214845526,-122.35611095062045,Sandwich Place,1795.4233818465423
12th and Howe Play Park,47.636097,-122.372985,Pantry by Plum,47.62122051047982,-122.350860018519,Vegetarian / Vegan Restaurant,2345.4196868102918
12th and Howe Play Park,47.636097,-122.372985,Caffe Zingaro,47.624561974100935,-122.35436748419063,Café,1898.068891828101
12th and Howe Play Park,47.636097,-122.372985,El Camino,47.65054377197718,-122.35091284926642,Mexican Restaurant,2308.7900239908
12th and Howe Play Park,47.636097,-122.372985,Five Hooks Fish Grill,47.63952376057596,-122.35673141244357,Seafood Restaurant,1279.4396851533459
12th and Howe Play Park,47.636097,-122.372985,Ying Thai Kitchen,47.639036874805534,-122.35682961681684,Thai Restaurant,1257.254099714353
12th and Howe Play Park,47.636097,-122.372985,Bamboo Garden,47.625610963946,-122.34948052243593,Vegetarian / Vegan Restaurant,2116.553390520137
12th and Howe Play Park,47.636097,-122.372985,Flying Apron Bakery,47.6510215108968,-122.34986843730465,Bakery,2402.16506146733
12th and Howe Play Park,47.636097,-122.372985,Tuk Tuk Thai,47.648277,-122.37853,Thai Restaurant,1416.8597566723006
12th and Howe Play Park,47.636097,-122.372985,Queen Bee Cafe,47.63229921449483,-122.36022149090375,Café,1048.022122512529
12th and Howe Play Park,47.636097,-122.372985,ZapVerr,47.64993696221103,-122.34974165101488,Thai Restaurant,2327.660028940277
12th and Howe Play Park,47.636097,-122.372985,Coltiva,47.621873,-122.357713,Pizza Place,1954.1101501480719
12th and Howe Play Park,47.636097,-122.372985,Drunky's Two Shoe BBQ,47.657327711975746,-122.36348858442659,BBQ Joint,2465.9800306592165
12th and Howe Play Park,47.636097,-122.372985,Ezell's Famous Chicken,47.61835602421947,-122.35917588432022,Food Truck,2228.9015270037207
12th and Howe Play Park,47.636097,-122.372985,Pho Than Brothers,47.649704264710806,-122.3500004984655,Asian Restaurant,2295.975475765701
12th and Howe Play Park,47.636097,-122.372985,Racha Noodles & Thai Cuisine,47.624470590965174,-122.35555592557688,Thai Restaurant,1840.3403487151006
12th and Howe Play Park,47.636097,-122.372985,The Backdoor,47.652335228849964,-122.352755901177,American Restaurant,2360.0436973930155
12th and Howe Play Park,47.636097,-122.372985,Queen Margherita,47.63933015272961,-122.39775629387907,Pizza Place,1895.8632526228732
12th and Howe Play Park,47.636097,-122.372985,Bay Cafe - Fishermen's Terminal,47.65574511807368,-122.38040286516144,Diner,2254.52063580199
12th and Howe Play Park,47.636097,-122.372985,Seattle Biscuit Company,47.65621,-122.362396,Café,2373.543545866758
12th and Howe Play Park,47.636097,-122.372985,Serendipity Café,47.63977750828558,-122.39944225092222,Café,2029.832691903697
12th and Howe Play Park,47.636097,-122.372985,Pasta Freska,47.63287282511438,-122.3409347105296,Italian Restaurant,2435.139664040831
12th and Howe Play Park,47.636097,-122.372985,Jai Thai,47.6503858986195,-122.35000936183536,Thai Restaurant,2346.1080911043086
12th and Howe Play Park,47.636097,-122.372985,Potbelly Sandwich Shop,47.62885900000001,-122.342899,Sandwich Place,2400.018165564068
12th and Howe Play Park,47.636097,-122.372985,Bigfood,47.62147156295949,-122.35091889712471,BBQ Joint,2322.654793930656
12th Ave S Viewpoint,47.577953,-122.317765,Tacos Chukis,47.57954485710303,-122.3115913111019,Taco Place,497.03067854060345
12th Ave S Viewpoint,47.577953,-122.317765,Fresh Flours Bakery & Cafe,47.57870264326906,-122.31142699145133,Café,484.0471272114109
12th Ave S Viewpoint,47.577953,-122.317765,Despi Delite Bakery,47.579347041162606,-122.3136015814072,Bakery,349.46845196192413
12th Ave S Viewpoint,47.577953,-122.317765,Bar Del Corso,47.57547036774706,-122.30943950727587,Pizza Place,684.4806588649502
12th Ave S Viewpoint,47.577953,-122.317765,Baja Bistro,47.58155456555108,-122.31425554156392,Mexican Restaurant,479.63279901703953
12th Ave S Viewpoint,47.577953,-122.317765,El Quetzal,47.57472195394036,-122.30931528938014,Mexican Restaurant,730.187619213412
12th Ave S Viewpoint,47.577953,-122.317765,Derby,47.582717781472454,-122.32661912929159,American Restaurant,851.0648226989572
12th Ave S Viewpoint,47.577953,-122.317765,Jack's BBQ,47.568289068927896,-122.32243291288157,BBQ Joint,1130.398911074351
12th Ave S Viewpoint,47.577953,-122.317765,Cafe Con Leche,47.57760076510251,-122.33440130473231,Cuban Restaurant,1252.1987612823416
12th Ave S Viewpoint,47.577953,-122.317765,Borracchini's Bakery,47.58299834027928,-122.30185515071777,Bakery,1321.8052644077504
12th Ave S Viewpoint,47.577953,-122.317765,Paseo SODO,47.58647908509451,-122.33400440599004,Caribbean Restaurant,1546.2763691765174
12th Ave S Viewpoint,47.577953,-122.317765,Thai Recipe,47.578055490154114,-122.29877766632843,Thai Restaurant,1428.4986195191339
12th Ave S Viewpoint,47.577953,-122.317765,Din Tai Fung,47.590755,-122.333009,Dumpling Restaurant,1827.7997403044594
12th Ave S Viewpoint,47.577953,-122.317765,Cafe Ibex,47.57421505476378,-122.29735658058084,Ethiopian Restaurant,1590.6704764923077
12th Ave S Viewpoint,47.577953,-122.317765,Bean Fish,47.56988490452611,-122.324680852843,Food Truck,1037.0171118872374
12th Ave S Viewpoint,47.577953,-122.317765,Macrina Bakery & Cafe,47.58455710772148,-122.33430194450214,Bakery,1444.5566136872767
12th Ave S Viewpoint,47.577953,-122.317765,Buddha Bruddah,47.583285,-122.302322,Hawaiian Restaurant,1304.2617503196786
12th Ave S Viewpoint,47.577953,-122.317765,Little Chengdu 小成都,47.574885046966905,-122.29575610101152,Szechuan Restaurant,1690.589879719831
12th Ave S Viewpoint,47.577953,-122.317765,Tacos El Asadero,47.57127116833345,-122.29304885683884,Food Truck,2002.4666162078117
12th Ave S Viewpoint,47.577953,-122.317765,Blue Water Taco Grill,47.57592854446613,-122.33402618516027,Taco Place,1243.9181460142545
12th Ave S Viewpoint,47.577953,-122.317765,Breezy Town Pizza,47.5590931063331,-122.30409107198365,Pizza Place,2335.709828087527
12th Ave S Viewpoint,47.577953,-122.317765,Pho Bac,47.57394781638015,-122.29453434697409,Asian Restaurant,1803.5913954113337
12th Ave S Viewpoint,47.577953,-122.317765,Pho Cyclo Cafe,47.581376527951356,-122.33400631680084,Vietnamese Restaurant,1279.7433571234917
12th Ave S Viewpoint,47.577953,-122.317765,Humble Pie,47.597634517511366,-122.31320518455999,Pizza Place,2214.9522353743687
12th Ave S Viewpoint,47.577953,-122.317765,Costco Food Court,47.565078481404065,-122.33044296066899,Food Court,1720.1401021287872
12th Ave S Viewpoint,47.577953,-122.317765,Pho Bac Sup Shop,47.59944334159577,-122.31529782031113,Vietnamese Restaurant,2396.5415495017032
12th Ave S Viewpoint,47.577953,-122.317765,Hood Famous Cafe + Bar,47.59800673680192,-122.32776719034055,Café,2353.1308662781394
12th Ave S Viewpoint,47.577953,-122.317765,Saigon Deli,47.599083542624065,-122.31536995647215,Vietnamese Restaurant,2356.23934143656
12th Ave S Viewpoint,47.577953,-122.317765,Tamarind Tree,47.59982899733871,-122.31789066445101,Vietnamese Restaurant,2432.242509857094
12th Ave S Viewpoint,47.577953,-122.317765,"Little Sheep Mongolian Hot Pot, Seattle",47.597454046633814,-122.32619062617529,Hotpot Restaurant,2258.8971581717856
12th Ave S Viewpoint,47.577953,-122.317765,Off the Rez,47.580656668906315,-122.33478746097704,Food Truck,1315.4077036873782
12th Ave S Viewpoint,47.577953,-122.317765,Mioposto - Mt. Baker,47.57830228401118,-122.28840508461157,Pizza Place,2209.1383491763395
12th Ave S Viewpoint,47.577953,-122.317765,Go Poké,47.598228999999996,-122.325254,Poke Place,2323.6448549203706
12th Ave S Viewpoint,47.577953,-122.317765,Dough Zone Dumpling House,47.59793086989331,-122.32762427885969,Dumpling Restaurant,2341.7138666021474
12th Ave S Viewpoint,47.577953,-122.317765,Uwajimaya Deli,47.59736400493353,-122.32726686095577,Deli / Bodega,2273.426427403367
12th Ave S Viewpoint,47.577953,-122.317765,Song Phang Kong,47.599148152523966,-122.31908013862102,Thai Restaurant,2358.6013890107893
12th Ave S Viewpoint,47.577953,-122.317765,Chu Minh Tofu And Vegetarian Deli,47.59887052180143,-122.31751898103563,Vietnamese Restaurant,2325.7320328060773
12th Ave S Viewpoint,47.577953,-122.317765,Fuji Bakery,47.59835648956965,-122.32641879822985,Bakery,2360.0456585233733
12th Ave S Viewpoint,47.577953,-122.317765,Lan Huê,47.59919596087398,-122.32022778202317,Vietnamese Restaurant,2369.0948229079886
12th Ave S Viewpoint,47.577953,-122.317765,Phở Bắc,47.59938227543081,-122.3146856399353,Vietnamese Restaurant,2393.7883641985222
12th Ave S Viewpoint,47.577953,-122.317765,Yak's Teriyaki,47.57363345132044,-122.32952195807256,Japanese Restaurant,1006.5034723107784
12th Ave S Viewpoint,47.577953,-122.317765,Kau Kau Barbeque Market,47.59838388345118,-122.32484135223909,Chinese Restaurant,2333.0789124209664
12th Ave S Viewpoint,47.577953,-122.317765,El Camión,47.594575529474895,-122.32514388109811,Food Truck,1929.6776480041065
12th Ave S Viewpoint,47.577953,-122.317765,Jimmy John's,47.584835718272714,-122.33407099234466,Sandwich Place,1445.7730094404203
12th Ave S Viewpoint,47.577953,-122.317765,San Fernando Roasted Peruvian Chicken,47.59394055700674,-122.30985713383447,South American Restaurant,1874.4199090988886
12th Ave S Viewpoint,47.577953,-122.317765,Taco Time,47.58320157245326,-122.30139101380928,Taco Place,1363.0201332479196
12th Ave S Viewpoint,47.577953,-122.317765,Seattle Sausage,47.59282969417754,-122.33346739948746,Food Truck,2032.4674862496265
12th Ave S Viewpoint,47.577953,-122.317765,Maneki,47.5996748528453,-122.32636588867386,Sushi Restaurant,2500.231198892406
12th Ave S Viewpoint,47.577953,-122.317765,Krispy Kreme Doughnuts,47.58566958788229,-122.33355603439331,Donut Shop,1465.328510479098
12th Ave S Viewpoint,47.577953,-122.317765,Dong Thap Noodles,47.599841809234114,-122.31739444930885,Noodle House,2433.808197045335
12th Ave S Viewpoint,47.577953,-122.317765,Heyday,47.59047650413974,-122.2923673292927,New American Restaurant,2364.047650323677
12th Ave S Viewpoint,47.577953,-122.317765,Green Leaf Vietnamese Restaurant,47.598584227666066,-122.3224386644867,Vietnamese Restaurant,2320.6087516047182
12th Ave S Viewpoint,47.577953,-122.317765,PICK-QUICK Drive In,47.576298,-122.328168,Burger Joint,803.9901812371966
12th Ave S Viewpoint,47.577953,-122.317765,World Pizza,47.598424259215044,-122.32394981690001,Pizza Place,2323.0975683969086
12th Ave S Viewpoint,47.577953,-122.317765,Pecos Pit BBQ,47.582046999999996,-122.334053,BBQ Joint,1307.1433209563263
12th Ave S Viewpoint,47.577953,-122.317765,Plum Burgers,47.58001470509196,-122.33480497079641,Food Truck,1302.258366233023
12th Ave S Viewpoint,47.577953,-122.317765,Sichuanese Cuisine,47.59944544972225,-122.31755528969278,Chinese Restaurant,2389.632410398152
12th Ave S Viewpoint,47.577953,-122.317765,Cafetal Quilombo,47.56398815930329,-122.31354587427816,Café,1584.7600013356696
12th Ave S Viewpoint,47.577953,-122.317765,Blazing Bagels,47.585680555916646,-122.33456268563545,Bagel Shop,1528.047127278954
12th Ave S Viewpoint,47.577953,-122.317765,Yummy House Bakery,47.59774256976976,-122.32629806182163,Bakery,2291.954558574493
12th Ave S Viewpoint,47.577953,-122.317765,Emerald City Fish and Chips,47.569968658236796,-122.29076200021721,Fish & Chips Shop,2217.118207723766
12th Ave S Viewpoint,47.577953,-122.317765,Matsu Sushi,47.59786,-122.332422,Sushi Restaurant,2472.6817496986455
12th Ave S Viewpoint,47.577953,-122.317765,Dona Queen Donut & Deli,47.58063160508677,-122.32966437111334,Donut Shop,943.4290271330517
12th Ave S Viewpoint,47.577953,-122.317765,Nine Pies Pizza,47.567904788933184,-122.3349894604826,Pizza Place,1711.0198161134053
12th Ave S Viewpoint,47.577953,-122.317765,Fort St. George,47.59835482384841,-122.32622795007879,Japanese Restaurant,2355.9485267621476
12th Ave S Viewpoint,47.577953,-122.317765,Jade Garden,47.59846852572892,-122.32369061732766,Chinese Restaurant,2324.1021346757907
12th Ave S Viewpoint,47.577953,-122.317765,Pho So 1,47.599139416248434,-122.31667989003729,Vietnamese Restaurant,2356.9683665581865
12th Ave S Viewpoint,47.577953,-122.317765,Eastern Café,47.59791784113994,-122.3249977535842,Café,2285.432541946374
12th Ave S Viewpoint,47.577953,-122.317765,85C Bakery Cafe,47.59912343124828,-122.32777929828116,Bakery,2471.3648965884
12th Ave S Viewpoint,47.577953,-122.317765,Unicone Crepes,47.59734728590824,-122.32737535100728,Creperie,2274.242548715361
12th Ave S Viewpoint,47.577953,-122.317765,Jiaozi!,47.59871637526626,-122.3223995843356,Chinese Restaurant,2334.691973261639
12th Ave S Viewpoint,47.577953,-122.317765,Farestart Cafe,47.58410727200492,-122.30148306736379,Café,1403.0144269958644
12th Ave S Viewpoint,47.577953,-122.317765,Henry's Taiwan Plus,47.59832793992119,-122.32664185640729,Taiwanese Restaurant,2361.6832490209217
12th Ave S Viewpoint,47.577953,-122.317765,Shilla Korean BBQ,47.59740413479632,-122.3272039144798,Korean Restaurant,2276.1810213207264
12th Ave S Viewpoint,47.577953,-122.317765,Ton Kiang Barbeque Noodle House,47.59737565800263,-122.32401727801873,Chinese Restaurant,2210.0715484422585
12th Ave S Viewpoint,47.577953,-122.317765,SUBWAY,47.58193386546114,-122.30055506784231,Sandwich Place,1368.2518017025309
12th Ave S Viewpoint,47.577953,-122.317765,Vietnam House,47.59977372229291,-122.3178258509099,Vietnamese Restaurant,2426.08284171463
12th Ave S Viewpoint,47.577953,-122.317765,Thanh Son Tofu,47.598632370595176,-122.31521288139412,Vietnamese Restaurant,2307.179938005636
12th Ave S Viewpoint,47.577953,-122.317765,Saigon Vietnam Deli,47.59967,-122.31673400000001,Vietnamese Restaurant,2415.7914049891433
12th Ave S Viewpoint,47.577953,-122.317765,Fortuna Cafe,47.598116100000006,-122.32318049999999,Chinese Restaurant,2278.4870975222257
12th Ave S Viewpoint,47.577953,-122.317765,Thien Phat,47.573193985996255,-122.29401292244428,Vietnamese Restaurant,1863.6849587816378
12th Ave S Viewpoint,47.577953,-122.317765,Mike's Noodle House,47.59865399959357,-122.32488870620728,Chinese Restaurant,2363.133817858143
12th Ave S Viewpoint,47.577953,-122.317765,Seven Star Pepper,47.599017237079096,-122.31678532514536,Chinese Restaurant,2343.1295675141355
12th Ave S Viewpoint,47.577953,-122.317765,Taco Gol,47.58204137597969,-122.33322367340256,Taco Place,1248.6200427064468
12th Ave S Viewpoint,47.577953,-122.317765,Foodcourt - Uwajimaya,47.597351381106854,-122.32735228816938,Food Court,2274.12355478622
12th Ave S Viewpoint,47.577953,-122.317765,Thanh Vi,47.599464777944924,-122.31765162618863,Asian Restaurant,2391.7445125745853
12th Ave S Viewpoint,47.577953,-122.317765,Cheeky Cafe,47.59940370630235,-122.31004817902915,Breakfast Spot,2454.55446032031
12th Ave S Viewpoint,47.577953,-122.317765,Dim Sum King,47.59917788825318,-122.32560973683279,Chinese Restaurant,2432.483041984619
12th Ave S Viewpoint,47.577953,-122.317765,Harbor City Restaurant,47.59837711767561,-122.323381640209,Chinese Restaurant,2309.7650905709097
12th Ave S Viewpoint,47.577953,-122.317765,Hallava Falafel,47.580291794986174,-122.33463854078116,Food Truck,1295.7611245680084
12th Ave S Viewpoint,47.577953,-122.317765,MOD Pizza,47.56922,-122.28983000000001,Pizza Place,2315.2165176881444
12th Ave S Viewpoint,47.577953,-122.317765,Willie's Taste of Soul Bar-B-Que,47.57204193701894,-122.29349186187963,BBQ Joint,1940.8741289058107
12th Ave S Viewpoint,47.577953,-122.317765,Asia Ginger Teriyaki & Roll,47.56695215949669,-122.32974356281237,Japanese Restaurant,1519.289829096725
12th Ave S Viewpoint,47.577953,-122.317765,Wingstop,47.574461,-122.295028,Wings Joint,1754.1123101551664
12th Ave S Viewpoint,47.577953,-122.317765,Joe's Grilled Gourmet Dogs,47.59442279668119,-122.3332133349525,Hot Dog Joint,2168.735434444674
12th Ave S Viewpoint,47.577953,-122.317765,Toshio's Teriyaki,47.588173204953314,-122.30539781850797,Japanese Restaurant,1468.563411021634
12th Ave S Viewpoint,47.577953,-122.317765,Edgar's Cantina,47.59178767558063,-122.33254350664578,Mexican Restaurant,1897.8349089505728
12th Ave S Viewpoint,47.577953,-122.317765,Contigo,47.5967510876943,-122.33487604651428,Food Truck,2454.5269928593843
12th Ave S Viewpoint,47.577953,-122.317765,Dim Sum House,47.55911341940424,-122.30409624434178,Dim Sum Restaurant,2333.5108724051493
12th Ave S Viewpoint,47.577953,-122.317765,Hit it Here Cafe,47.591172820278175,-122.33126163482666,American Restaurant,1786.3574407418369
14th Ave NW Boat Ramp,47.660775,-122.37353600000002,The Walrus and the Carpenter,47.66362269861367,-122.3801155646005,Seafood Restaurant,586.9238054427364
14th Ave NW Boat Ramp,47.660775,-122.37353600000002,Mean Sandwich,47.663772658876475,-122.37680668420288,Sandwich Place,414.0458973094914
14th Ave NW Boat Ramp,47.660775,-122.37353600000002,Cycle Dogs,47.66418197057149,-122.3770326653872,Hot Dog Joint,460.94214267859684
14th Ave NW Boat Ramp,47.660775,-122.37353600000002,Staple & Fancy Mercantile,47.663631742659504,-122.38007239899765,New American Restaurant,584.7419779497611
14th Ave NW Boat Ramp,47.660775,-122.37353600000002,Ballard Pizza Co.,47.66453293448522,-122.38110040280718,Pizza Place,705.2572665625108
14th Ave NW Boat Ramp,47.660775,-122.37353600000002,Mighty-O Donuts,47.668542440559825,-122.37881938983554,Donut Shop,950.4193540693547
14th Ave NW Boat Ramp,47.660775,-122.37353600000002,Asadero Sinaloa,47.66695604627184,-122.38264931164387,Mexican Restaurant,969.9559939977755
14th Ave NW Boat Ramp,47.660775,-122.37353600000002,Señor Moose Cafe,47.66653327829264,-122.38195553527865,Mexican Restaurant,899.8889889201574
14th Ave NW Boat Ramp,47.660775,-122.37353600000002,El Camion,47.65903752503237,-122.36501112031759,Taco Place,668.8468135440467
